,word_guesses,first_pass,solution_words,solution
1221,Rabat;taglia,D U Rabat taglia,Dura;battaglia,Dura battaglia
1222,dio;creme;Cina,ME dio creme DI Cina LE,Mediocre;medicinale,Mediocre medicinale
1223,pari;cari;ami;tele;Nino,PA pari cari C ami I L tele FO Nino,Papà;ricaricami;il;telefonino,Papà ricaricami il telefonino!
1224,usci;rape;carena;ali,RI usci rape S carena R V ali,Riuscir;a;pescare;narvali,Riuscir a pescare narvali
1225,con;osa;amare,con CC osa amare N A,Concosa;amarena,Concosa amarena
1226,barile;tini,LA barile VA N tini,Labari;levantini,Labari levantini
1227,canoe;remo,A R canoe ST remo,Arcano;estremo,Arcano estremo
1228,pazzo;arpa;alone,S pazzo L arpa N T alone,Spazzolar;pantalone,Spazzolar pantalone
1229,calici;spada,L O calici spada NI,Locali;cispadani,Locali cispadani
1230,narice;onesto;telefono;ali;iene;isola,U narice TT onesto R telefono V ali G iene isola I,Una;ricetto;non;estor;le;fonovaliografie;nei;solai;Una;ricetto;non;estor;le;fonovaliografie;nei;solai,Una ricetto non estor-le fonovaliografie nei solai
1231,orchi;orate,B orchi E D orate,Borchie;dorate,Borchie dorate
1232,topi;ode;colo;rado,A L topi AN ode L colo rado,Altopiano;del;Colorado,Altopiano del Colorado
1233,caci;Ain;ore,A caci Ain F I ore,Acacia;in;fiore,Acacia in fiore
1234,anni;di;messi,P anni di S messi,Panni;dismessi,Panni dismessi
1235,la;urla;sci,G la MO urla sci VO,Glamour;lascivo,Glamour lascivo
1236,sci;Parigi;nidi;va;can,sci U Parigi O R nidi va can ZA,Sciupar;i;giorni;di;vacanza,Sciupar i giorni di vacanza
1237,volte;idolo;orti;canoe;duca,A volte idolo RIF orti F I canoe D E duca NO,A;volte;i;dolori;fortificano;ed;educano,A volte i dolori fortificano ed educano
1238,re;Nino;Rota,T re Nino Rota NTE,Trenino;rotante,Trenino rotante
1239,schedina;oliera;usa,CO schedina P oliera G usa,Cosche;di;Napoli;e;Ragusa,Cosche di Napoli e Ragusa
1240,treno;albero,O treno NC albero,Otre;non;calbe,Otre non calbe
1241,odori;retto,B R odori ST retto,Brodo;ristretto,Brodo ristretto
1242,si;capo;toghe,MU si capo R toghe S E,Musica;portoghese,Musica portoghese
1243,voga;dente,A voga U dente,Avo;gaudente,Avo gaudente
1244,ava;sarta;ovino,TR ava sarta NT ovino,Travasar;tanto;vino,Travasar tanto vino
1245,ha;resi;ilari,S ha resi M ilari,Share;similari,Share similari
1246,mine;tra;pallini,mine S tra pallini NT E,Minestra;pallininte,Minestra pallininte
1247,ibisco;per,AL ibisco per TI,Alibi;scoperti,Alibi scoperti
1248,peri;zaini;abile,E S peri E N zaini MIT abile,Esperienza;inimitabile,Esperienza inimitabile
1249,Libia;Al;abili,A Libia V Al L abili,Alibi;avallabili,Alibi avallabili
1250,balla;re;lama;carena,balla re lama carena,Ballare;la;macarena,Ballare la macarena
1251,nave;resi;zio,NO nave resi TA zio NI,Non;aver;esitazioni,Non aver esitazioni
1252,duca;rei;odori;roso,E duca rei N M odori GO roso,Educare;in;modo;rigoroso,Educare in modo rigoroso
1253,rivali;bica,rivali bica,Riva;libica,Riva libica
1254,creme;Todi;osti,IN creme N Todi C osti,Incremento;di;costi,Incremento di costi
1255,in;ramarro;nero,C in TU ramarro nero TTA,Cintura;marrone;rotta,Cintura marrone rotta
1256,canne;rizza;re;nido;su,S canne rizza re B RA nido su A,Scannerizzare;brani;d;osua,Scannerizzare brani d'osua
1257,pia;tesi;rase;antenne,pia CEN tesi GN O rase SS antenne,Piacente;signora;sessantenne,Piacente signora sessantenne
1258,pietra;media;ila;ori,TI pietra media LTR ila V ori,Tipi;e;trame;di;altri;lavori,Tipi e trame di altri lavori
1259,ostile;delta;Coco,L ostile delta Coco,Lo;stile;dacoco,Lo stile dacoco
1260,vasca;date,UO vasca L date,Uova;scaldate,Uova scaldate
1261,zia;nave;vasca;Era,AN zia nave DO vasca LI G Era,Anziana;vedova;scaligera,Anziana vedova scaligera
1262,pie;ramarro,pie T ramarro NE,Pietra;marrone,Pietra marrone
1263,barile;cetre;re,barile C cetre A T re,Bari;Lecce;tre;a;tre,Bari-Lecce: tre a tre
1264,balle;topo;toghe,balle T topo R toghe S E,Balletto;portoghese,Balletto portoghese
1265,architrave;tinello;scuri,V architrave RSA tinello scuri T A,Varchi;traversati;nell;oscurità,Varchi traversati nell'oscurità
1266,pirati;in,I S pirati in NI,Ispirati;inni,Ispirati inni
1267,merce;salse;foro,merce D E salse MA foro,Mercedes;al;semaforo,Mercedes al semaforo
1268,valigia;usa,STI valigia usa TI,Stivali;già;usati,Stivali già usati
1269,urla;rami,B urla rami C I,Burlar;amici,Burlar amici
1270,madide;rada,CLI madide G rada,Clima;di;degrada,Clima di degrada
1271,Foggia;rane;lido,S Foggia rane L lido RO,Sfoggiar;anelli;d;oro,Sfoggiar anelli d'oro
1272,peri;Qua;resi;male,peri O DO Qua resi male,Periodo;quaresimale,Periodo quaresimale
1273,pianta;bara;semi,pianta R bara CC A E semi,Piantar;baracca;e;seminatori,Piantar baracca e seminatori
1274,est;dito;pedine,T est A dito R pedine,Testa;di;torpedine,Testa di torpedine
1275,ibisco;gli;abili,C ibisco NSI gli abili,Cibi;sconsigliabili,Cibi sconsigliabili
1276,arti;topo;toghe,P arti topo R toghe SE,Partito;portoghese,Partito portoghese
1277,rocca;ibisco;tini,C rocca NT ibisco T tini,Croccanti;biscottini,Croccanti biscottini
1278,abete;seni,DI abete seni LE,Diabete;senile,Diabete senile
1279,anto;narici;Cipro;si,ACC anto narici NI Cipro PO si TI,Accantonar;i;cinici;propositi,Accantonar i cinici propositi
1280,prati;come;od;teneramente;uniti;nera,prati come T od O P E R teneramente uniti nera RIO,Pratico;metodo;per;tener;a;mente;un;itinerario,Pratico metodo per tener a mente un itinerario
1281,odori;stato,B R odori ME stato,Brodo;rimestato,Brodo rimestato
1282,api;cola;pedine,U N api C cola T O R pedine,Una;piccola;torpedine,Una piccola torpedine
1283,punti;in;va;ed,S punti in NO: va T ed,Spunti;innovated,Spunti innovated
1284,ala;odi;abete,M ala T odi DI abete,Malato;di;diabete,Malato di diabete
1285,naso;anatre;ante,U naso V R anatre PID ante,Una;sovrana;trepidante,Una sovrana trepidante
1286,tori;orso;duna;scie;zaini,FI N tori M orso duna CO scie N zaini Q U A,Finto;rimorso;d;una;coscienza;iniqua,Finto rimorso d'una coscienza iniqua
1287,cardi;ali;con;clave,cardi N ali I N con clave,Cardinali;in;conclave,Cardinali in conclave
1288,tra;falci;eco;etto,S tra falci ON eco R R etto,Strafalcione;corretto,Strafalcione corretto
1289,van;da;uniti,van da L I P uniti,Vandali;puniti,Vandali puniti
1290,medi;lesina,NO medi NG lesina,Nome;d;inglesina,Nome d'inglesina
1291,Nino;conto,PA Nino conto NNO,Panino;con;tonno,Panino con tonno
1292,Parigi;ulivi;Senna,COM Parigi ulivi D I S Senna TI,Compari;giulivi;dissennati,Compari giulivi dissennati
1293,sarta;volta;capi,DO sarta L volta capi T A,D;osar;talvolta;capita,D'osar talvolta capita
1294,arti;in;lesina,arti S T I in G lesina IF,Artisti;inglesi;naif,Artisti inglesi naif
1295,canne;uovo,S canne RN uovo,Scanner;nuovo,Scanner nuovo
1296,con;starter;tori,con QUI starter RI tori,Conquistar;territori,Conquistar territori
1297,est;esodo;minio,est esodo minio,Esteso;dominio,Esteso dominio
1298,sala;Edipo;odori,IN sala T Edipo M odori,Insalate;di;pomodori,Insalate di pomodori
1299,Messico;raggio,COM Messico raggio SI,Commessi;coraggiosi,Commessi coraggiosi
1300,cane;tredici;olle,cane S tredici P olle,Canestre;di;cipolle,Canestre di cipolle
1301,aro;aperto;Era;remo;stie,ER aro S aperto LL Era remo L E stie,È;raro;saper;tollerare;molestie,È raro saper tollerare molestie
1302,fa;dalia,fa I dalia NA,Fidai;liana,Fidai liana
1303,cupe;rivali;dio,R E cupe rivali dio RA,Recuperi;validi;ora,Recuperi validi ora
1304,Berna;lime;di;ali,TA Berna CO lime di E V ali,Tabernacoli;medievali,Tabernacoli medievali
1305,tra;canne,AS tra canne RO,Astricano;nero,Astricano nero
1306,in;redi;ile;tra;falci,in C redi B ile S tra falci ON E,Incredibile;strafalcione,Incredibile strafalcione
1307,Po;pinoli;lati,Po M pinoli P E lati,Pompinoli;pelati,Pompinoli pelati
1308,ramarro;ami,DI ramarro ami G,Diramar;roamig,Diramar roamig
1309,van;da;tiretti,V I van da tiretti N TE,Vivanda;tirettinte,Vivanda tirettinte
1310,ala;tiare;re;aspo;tane;mente,M ala T tiare G re SS aspo N tane A mente,Malattia;regressa;spontaneamente,Malattia regressa spontaneamente
1311,api;cola;sarda,U N api C cola M AN sarda,Una;piccola;mansarda,Una piccola mansarda
1312,avo;Libia;iene,T avo Libia NCH iene RI,Tavoli;bianchi;e;neri,Tavoli bianchi e neri
1313,ara;gazze;Taro;anatre;Dante,UN ara gazze T Taro M anatre P I Dante,Una;ragazzetta;romana;trepidante,Una ragazzetta romana trepidante
1314,viveri;con;minio,viveri N con DO minio,Viver;in;condominio,Viver in condominio
1315,Parigi;aghi,COM Parigi RO V aghi,Compari;girovaghi,Compari girovaghi
1316,ali;daini;Ati,V ali daini Z I Ati VA,Valida;iniziazione,Valida iniziazione
1317,ala;tiare;spira;ori,M ala T tiare spira T ori A,Malattia;respiratoria,Malattia respiratoria
1318,Aida;tomo;odori;arsi,M Aida tomo D odori E N T arsi,Mai;dato;modo;d;orientarsi,Mai dato modo d'orientarsi
1319,collo;vin;colato;la;doga,collo S vin colato AL la doga NA,Collo;svincolato;alla;dogana,Collo svincolato alla dogana
1320,con;ultime;unico,I con S ultime unico,I;consulti;medio,I consulti medio
1321,fa;rivali,AF fa rivali D I,Affari;validi,Affari validi
1322,ossa;Novara;nata,B ossa Novara F FI nata,Bossa;nova;raffinata,Bossa nova raffinata
1323,dalia;sai;retti,SAN dalia S sai S T retti,Sandali;assai;stretti,Sandali assai stretti
1324,re;medi;Grant,C re medi M A Grant I,Creme;dimagranti,Creme dimagranti
1325,ibis;Enza;arti;ari;stanze;tiretti,C ibis Enza P arti C OL ari SO stanze tiretti NTI,Cibi;senza;particolari;sostanze;tirettinti,Cibi senza particolari sostanze tirettinti
1326,urla;ambi;esca,B urla B ambi N esca,Burla;bambinesca,Burla bambinesca
1327,per;don;abile;urla,per don abile B urla,Perdonabile;burla,Perdonabile burla
1328,oli;dalia,V oli dalia NTè,Voli;d;aliante,Voli d'aliante
1329,cardi;ali;con;clave,I cardi N ali A con clave,I;cardinali;a;conclave,I cardinali a conclave
1330,barile;tini,barile V A N tini,Bari;levantini,Bari levantini
1331,sole;eco;clave,sole N N eco N clave,Solenne;conclave,Solenne conclave
1332,lame;di;ape;abete,lame di C I N ape RI LDI abete,La;medicina;per;il;diabete,La medicina per il diabete
1333,sarta;mani,U sarta LIS mani,Usar;talismani,Usar talismani
1334,fettina;tinello;tris;tede;sogno;mais;corda,AF fettina tinello R A tris tede LB I sogno mais IS corda NO,Affetti;nati;nell;ora;triste;del;bisogno;mai;si;scordano,Affetti nati nell'ora triste del bisogno mai si scordano
1335,martini;tino,ME martini S tino,Mema;ristinito,Mema ristinito
1336,ile;Ares;tra;falci,R ile V Ares tra falci O NI,Rilevare;strafalcioni,Rilevare strafalcioni
1337,menisco;cicala;resi,A menisco R cicala B resi,Ameni;scorci;calabresi,Ameni scorci calabresi
1338,Berna;colo;Irlanda;odi;lenti;rose,TA Berna colo IN GH Irlanda T odi O lenti rose,Tabernacolo;inghirlandato;di;olenti;rose,Tabernacolo inghirlandato di olenti rose
1339,asse;oca;donato,asse GN oca MB I donato,Assegno;cambiato,Assegno cambiato
1340,vasca;rosa,PRO vasca B rosa,Prova;scabrosa,Prova scabrosa
1341,Aral;cunei;Lazio,F Aral cunei L Lazio NI,Far;alcune;illazioni,Far alcune illazioni
1342,Persia;Rabat;re,SA Persia R Rabat TA re,Sapersi;arrabattare,Sapersi arrabattare
1343,nari;cola,D E nari R cola NTI,Denari;ricolanti,Denari ricolanti
1344,cunei;spie;abili,L A cunei N spie G abili,Lacune;inspiegabili,Lacune inspiegabili
1345,palo;barile;tini,palo M barile V A N tini,Palombari;levantini,Palombari levantini
1346,ile;orli;ali,F ile SM orli DI ali,FileS;moralidiali,FileS moralidiali
1347,usto;orma;Gino,G usto SOF orma G Gino,Gustoso;formaggino,Gustoso formaggino
1348,epa;lesina,N epa lesina NI,Nepalesi;nani,Nepalesi nani
1349,zaini;magi;abile,FOR zaini M magi N abile,Forza;inimmaginabile,Forza inimmaginabile
1350,auto;rivali,auto rivali D I,Autori;validi,Autori validi
1351,di;Messico;mici,di Messico mici,Dimessi;comici,Dimessi comici
1352,Qu;arto;divino,Qu arto divino,Quarto;di;vino,Quarto di vino
1353,sal;adagio,sal adagio C O,Sala;da;gioco,Sala da gioco
1354,re;Garda;la;re,P re Garda L la L TA re,Pregar;dall;altare,Pregar dall'altare
1355,canoa;leva,V UL canoa leva TO,Vulcano;Alevato,Vulcano Alevato
1356,cunei;epa,cunei N T epa STO,Cuneinte;pasto,Cuneinte pasto
1357,oca;lima;sarda,L oca lima N sarda TI,Locali;mansardati,Locali mansardati
1358,pietra;polena;coste,TO pietra P polena S coste,Topi;e;trappole;nascoste,Topi e trappole nascoste
1359,sol;dati;canto;nati,sol dati canto nati,Soldati;cantonati,Soldati cantonati
1360,la;pinna;Ural,la pinna T Ural E,Lapi;nuturale,Lapi nuturale
1361,schedina;oli,CO schedina P oli,Cosche;di;Napoli,Cosche di Napoli
1362,ring;ramarro,ring HIE ramarro NE,Ringhiera;marrone,Ringhiera marrone
1363,creme;diva;ore,I N creme NTO diva L ore,Incremento;di;valore,Incremento di valore
1364,raffica;teda;mi,T raffica N teda R mi,Trafficante;d;armi,Trafficante d'armi
1365,orche;Venere,T orche ARU Venere,Torchear;uve;nere,Torchear uve nere
1366,ali;coni;Ciad;idem;Grant,"M ali N coni Ciad DI, idem I Grant I",Malinconici;addii;d;emigranti,Malinconici addii d'emigranti
1367,lava;lesina;anche;oche;silos;ile,lava R O lesina anche C I oche E I N silos B ile,L;avaro;lesina;anche;ciò;che;è;insilosbile,L'avaro lesina anche ciò che è insilosbile
1368,sporco;Sei;nord,DI sporco Sei nord INE,Dispor;cose;in;ordine,Dispor cose in ordine
1369,asse;zar;arcata,asse N zar I M arcata,Assenza;rimarcata,Assenza rimarcata
1370,ultime;chini,A D ultime S chini,Adulti;meschini,Adulti meschini
1371,in;avere;la;mini,in T avere D E la mini,Intavere;del;aminim,Intavere del aminim
1372,cunei;ile;corni,cunei N T ile C corni E,Cuneintile;cornicie,Cuneintile cornicie
1373,alato;di;di;abete,M alato di di abete,Malato;di;diabete,Malato di diabete
1374,unte;api;nodi;tra;falci,unte M api E nodi S tra falci O NI,Un;tema;pieno;di;strafalcioni,Un tema pieno di strafalcioni
1375,con;ultime;di,con S ultime di CI,Consulti;medici,Consulti medici
1376,re;starter;ori,AR re starter R ori S T I,Arrestar;terroristi,Arrestar terroristi
1377,starter;cinese,starter R A cinese,Star;terracinese,Star terracinese
1378,schedina;oli,PE schedina P oli,Pesche;di;Napoli,Pesche di Napoli
1379,dio;creme;in;cena,ME dio creme S S in S cena,Mediocre;messinscena,Mediocre messinscena
1380,sol;Enne;di;clave,sol Enne di clave,Solenne;discoave,Solenne discoave
1381,Foggia;rea;timo;oca,S Foggia rea BI timo LT oca RI,Sfoggiare;abiti;molto;cari,Sfoggiare abiti molto cari
1382,stole;eroe;tiretti,PA stole GG eroe tiretti N TE,Pasto;leggero;e;tirettinte,Pasto leggero e tirettinte
1383,Magi;narici,IM Magi narici E LI,Immaginari;cieli,Immaginari cieli
1384,mori;avi;vasca,ME mori avi SI vasca RSA,Memoria;visiva;scarsa,Memoria visiva scarsa
1385,sal;con;in;cimento,sal DO con V in cimento,Saldo;convincimento,Saldo convincimento
1386,lettera;otri;tino,lettera T otri E S tino,Letterato;triestino,Letterato triestino
1387,Un;activa;urla,Un A C activa B urla,Una;caccia;vurla,Una caccia vurla
1388,mosca;epe;urla,BU mosca T epe RB urla,Bumosca;tè;per;burla,Bumosca tè per burla
1389,colle;Nino;mina,colle G IU Nino mina LI,Collegi;uninominali,Collegi uninominali
1390,schedina;ava;ria,E schedina TUR ava ria,Esche;di;natura;varia,Esche di natura varia
1391,Alice;edera;divi,C Alice C edera divi NO,Calice;ceder;ad;Ivino,Calice ceder ad Ivino
1392,resi,coll'Iva resi N I,Colli;varesini,Colli varesini
1393,canto;nero;scia,canto nero VE scia TO,Cantone;rovesciato,Cantone rovesciato
1394,ara;gazze;api;anatre;Dante,UN ara gazze T T api S anatre P I Dante,Una;ragazzetta;pisana;trepidante,Una ragazzetta pisana trepidante
1395,oste;nero;nero;sei;oste,S oste nero nero sei MP oste,Sostener;onerose;imposte,Sostener onerose imposte
1396,oli;carena,C oli carena LE,Colica;renale,Colica renale
1397,pistola;rivali,E pistola rivali D I,Epistolari;validi,Epistolari validi
1398,sarta;teca;tele,U sarta N teca U tele,Usar;tante;cautele,Usar tante cautele
1399,sal;da;re;con;tanti;conti;sala,sal da re IN con tanti conti sala TI,Saldare;in;contanti;conti;salati,Saldare in contanti conti salati
1400,unica;ioni;ultime;ali,COM unica Z ioni M ultime DI ali,Comunicazioni;militimediali,Comunicazioni militimediali
1401,starter;ore,DE starter R ore,Destar;terrore,Destar terrore
1402,valigia;astri,STI valigia L L astri,Stivali;giallastri,Stivali giallastri
1403,mani;acidi;messi,mani acidi messi,Maniaci;dimessi,Maniaci dimessi
1404,pelli;lepre;tea;canne,pelli CO lepre MI A tea canne S,Pellicole;premiate;a;Cannes,Pellicole premiate a Cannes
1405,stia;oca;tinello;rape;colo,RE stia M oca U tinello rape R I colo SA,Restiamo;cauti;nell;ora;pericolosa,Restiamo cauti nell'ora pericolosa
1406,ibisco;tine;disco;ali;menta,C ibisco NT A tine I disco UN T ali menta RI,Cibi;scontati;nei;discount;alimentari,Cibi scontati nei discount alimentari
1407,ava;zaini;stria,UN ava C AN zaini stria,Una;vacanza;in;Istria,Una vacanza in Istria
1408,arpie;ramarro,S C arpie ramarro NE,Scarpiera;marrone,Scarpiera marrone
1409,pia;topo;toghe,pia T topo R toghe SE,Piatto;portoghese,Piatto portoghese
1410,api;do;tiretti;tino,S api do M E tiretti S tino,Sapido;meti;rettistino,Sapido meti rettistino
1411,arco;raffica;tela;ante,N arco T raffica N tela TI T ante,Narcotrafficante;latitante,Narcotrafficante latitante
1412,col;tredici,col tredici NZ,Coltre;di;cinz,Coltre di cinz
1413,fa;sedia;amare,fa sedia L T amare A,Fase;di;alta;marea,Fase di alta marea
1414,Novara;redi,RIN Novara R redi,Rinnovar;arredi,Rinnovar arredi
1415,avaro;tinello;Tell;dive,P avaro T tinello Tell O dive R DI,Pavarotti;nell;Otello;di;Verdi,Pavarotti nell'Otello di Verdi
1416,otto;ari;Novara,S otto M ari Novara TO,Sottomarino;varato,Sottomarino varato
1417,voga;in;pesca,voga P R in CI pesca,Voga;principesca,Voga principesca
1418,vasca;alosa,DI vasca ND alosa,Diva;scandalosa,Diva scandalosa
1419,fa;sardella,fa L sardella TI,Falsar;delli,Falsar delli
1420,orchi;Stewart;Era,orchi Stewart Era,Orchista;vera,Orchista vera
1421,Ares;tra;falci,F Ares tra falci O NI,Fare;strafalcioni,Fare strafalcioni
1422,pietra;polena;coste,AM pietra P polena S coste,Ampie;trappole;nascoste,Ampie trappole nascoste
1423,edere;per;Messi,CHI edere per Messi,Chiedere;permessi,Chiedere permessi
1424,scia;Libia;astri,scia L Libia N C astri,Scialli;biancastri,Scialli biancastri
1425,esca;mora,VI esca mora TI,Vie;scamorati,Vie scamorati
1426,nasi;tiare;Cipro,U nasi MPA tiare Cipro CA,Una;simpatia;reciproca,Una simpatia reciproca
1427,mula;rea;cunei;tesi,FOR mula rea L cunei P O tesi,Formulare;alcune;ipotesi,Formulare alcune ipotesi
1428,activa;urla,C activa B urla,Cactiva;burla,Cactiva burla
1429,basi;schiena,basi LI schiena IE,Basilischi;e;naie,Basilischi e naie
1430,in;assiri;dotti,in C assiri dotti,Incassi;ridotti,Incassi ridotti
1431,cola;riso;pesi;uniti,S cola riso S pesi EP uniti,Scolari;sospesi;e;puniti,Scolari sospesi e puniti
1432,pastori;zarina;clave,pastori Z zarina UT O clave,Pastorizzar;in;autoclave,Pastorizzar in autoclave
1433,ibisco;lati,C ibisco N G E lati,Cibi;scongelati,Cibi scongelati
1434,gol;ibisco;tic;once;alieno;iole,gol O S ibisco T tic once RE alieno C C iole,Golosi;biscotti;con;cereali;e;nocciole,Golosi biscotti con cereali e nocciole
1435,topi;uniti;dea;ora,F O topi uniti dea N C ora,Foto;più;nitide;ancora,Foto più nitide ancora
1436,sarta;ghette,FIS sarta R ghette,Fissar;targhette,Fissar targhette
1437,canne;Ra;lori,S canne Ra C O lori,Scanner;a;colori,Scanner a colori
1438,con;la;va;cicogna,GIO: con D la va cicogna TI,Giocond;lavachi;cognati,Giocond lavachi cognati
1439,avi;messi,BR avi COM messi,Bravi;commessi,Bravi commessi
1440,ultimi;narici;fili,M ultimi LI O narici N O fili,Multimilionari;cinofili,Multimilionari cinofili
1441,tre;nodi;tomo;scale;rado,tre nodi RE T tomo scale N I NG rado,Treno;diretto;Mosca;Leningrado,Treno diretto Mosca-Leningrado
1442,balle;topo;toghe,balle T topo R toghe SE,Balletto;portoghese,Balletto portoghese
1443,vasca;Ate,UO vasca RT Ate,Uova;scartate,Uova scartate
1444,toni;Messi,toni D I Messi,Toni;dimessi,Toni dimessi
1445,cervi;erosi,OR cervi N erosi,Orcer;verneri,Orcer verneri
1446,oste;lepre;minio,UN oste RI lepre DO minio,Uno;sterile;predominio,Uno sterile predominio
1447,tacchi;Nino;strali,tacchi Nino strali,Tacchini;nostrali,Tacchini nostrali
1448,sal;dopo,sal dopo TE RE,Saldo;potere,Saldo potere
1449,canoe;orme,T U canoe N orme,Tucano;enorme,Tucano enorme
1450,ali;coni;Coco;Mia,M ali N coni Coco M Mia TO,Malinconico;commiato,Malinconico commiato
1451,barile,barile STI,Bari;lesti,Bari lesti
1452,odori;retto,BR odori ST retto,Brodo;ristretto,Brodo ristretto
1453,mina;Rabat,NO mina Rabat I,Nominar;abati,Nominar abati
1454,olle;Garda,C olle Garda TI,Collegar;dati,Collegar dati
1455,raffica;teso;petto,T raffica N teso S petto,Trafficante;sospetto,Trafficante sospetto
1456,con;clave;sol;Enne,con clave sol Enne,Conclave;solenne,Conclave solenne
1457,astice;menti,V astice D I menti,Vasti;cedimenti,Vasti cedimenti
1458,vera;cunei;dee;ali,A vera L cunei dee GE NI ali,Aver;alcune;idee;geniali,Aver alcune idee geniali
1459,conte;starter;mini,conte starter mini,Contestar;termini,Contestar termini
1460,ari;carena,S C ari carena VI,Scaricare;navi,Scaricare navi
1461,barile;ante,GOB barile V ante,Gobba;rilevante,Gobba rilevante
1462,ape;Libia;china;Urali,C ape L Libia N china T Urali,Capelli;bianchi;naturali,Capelli bianchi naturali
1463,Garda;lama;tina,VA Garda L lama T tina,Vagar;dalla;mattina,Vagar dalla mattina
1464,adorna;tra;falci,M adorna LIS tra falci O NI,Madornali;strafalcioni,Madornali strafalcioni
1465,Messico;ali;corte,Messico MUN ali corte S I,Messi;comunali;cortesi,Messi comunali cortesi
1466,da;zip;uniti,da zip uniti V I,Dazi;punitivi,Dazi punitivi
1467,Ares;Qu;libri,NOT Ares Qu I libri,Notare;squilibri,Notare squilibri
1468,mini;otto;messi,UO mini S otto messi,Uomini;sottomessi,Uomini sottomessi
1469,asina;valigia;cane,B asina valigia M AI cane,Basi;navali;giamaicane,Basi navali giamaicane
1470,dama;cernia,LIN dama N cernia,Linda;mancernia,Linda mancernia
1471,papi;ogiva;enti,papi R O L ogiva L enti,Pirorogivi;valenti,Pirorogivi valenti
1472,lastra;aperto;area;sa,lastra D aperto RN area C A sa,La;strada;per;tornare;a;casa,La strada per tornare a casa
1473,tappeto;ali,PES tappeto RV ali,Pestape;torvali,Pestape torvali
1474,mora;ceca,LA mora C ceca,L;amor;acceca,L'amor acceca
1475,ariete;timoni;eco;corda;tinello;rari,V ariete S timoni ANZ eco N corda N tinello rari O,Varie;testimonianze;concordanti;nell;orario,Varie testimonianze concordanti nell'orario
1476,Ati;Ain;Eva,PR Ati C Ain Eva SA,Pratica;inevasa,Pratica inevasa
1477,piromani;oca;coda;nana,RI M piromani oca R I coda nana S,Rimpiroma;niocar;i;codanas,Rimpiroma niocar i' codanas
1478,in;Arno;Ci;voga,in AL Arno Ci voga S,Inalar;nocivo;gas,Inalar nocivo gas
1479,versi;ari;arcata,DI versi T ari M arcata,Diversità;rimarcata,Diversità rimarcata
1480,adorna;est;falci,M adorna L est RA falci ONE,Madornale;strafalcione,Madornale strafalcione
1481,favi;odori,S favi L L I odori,Sfavillio;d;ori,Sfavillio d'ori
1482,Ares;tra;falci;nidi;Talia,F Ares tra falci O nidi Talia NO,Fare;strafalcioni;d;italiano,Fare strafalcioni d'italiano
1483,Cooper;resi;lista,Cooper O resi M BO lista,Cooperò;resimbolista,Cooperò resimbolista
1484,ove;sciare;fa,S ove sciare fa V E,Sovericiare;fave,Sovericiare fave
1485,Oman;Ain;Creta,D Oman D Ain DIS Creta,Domanda;indiscreta,Domanda indiscreta
1486,ami;nari,E S ami nari B I,Esaminar;i;bî,Esaminar i bî
1487,signora;voga,DE signora IN voga,Design;ora;in;voga,Design ora in voga
1488,pietra;di;zio,pietra di zio N I,Pie;tradizioni,Pie tradizioni
1489,gol;di;Messi,gol F di S Messi,Golf;dismessi,Golf dismessi
1490,finestra;in;anatre,finestra NAD in S anatre SC A,Fine;strana;d;insana;tresca,Fine strana d'insana tresca
1491,raffica;est;dedica;ali,T raffica T est RA dedica PI T ali,Trafficate;strade;di;capitali,Trafficate strade di capitali
1492,sub;rea;cunei;tempera,sub I rea L cunei N tempera N ZE,Subire;alcune;intemperanze,Subire alcune intemperanze
1493,astice;re;ali,GU astice re B R ali,Guasti;cerebrali,Guasti cerebrali
1494,Pan;tiretti;ceri,Pan T tiretti L A ceri,Panttiret;tialeri,Panttiret tialeri
1495,ondate;Gi;oche;in;sul;tino;orto,N ondate A Gi oche V in sul tino A T orto,Non;date;agio;che;v;insultino;a;torto,Non date agio che v'insultino a torto
1496,fonti;fico;volata,fonti N fico A volata TA,Fontini;coa;volat;atatatà,Fontini coa volat atatà
1497,sarta;top;rotte;re,U sarta T top E rotte NE re,Usar;tatto;per;ottenere,Usar tatto per ottenere
1498,pinna;osti,pinna S C osti,Pin;nascosti,Pin nascosti
1499,lisca;foro,A lisca foro TTO,Aliscafo;rotto,Aliscafo rotto
1500,sal;deriso,sal deriso RSE,Sale;disorse,Sale disorse
1501,ascia;bara;gazze,UN ascia L bara gazze TT A,Una;scialba;ragazzetta,Una scialba ragazzetta
1502,cunei;sole;liane,A L cunei sole I T A liane,Alcune;isole;italiane,Alcune isole italiane
1503,con;urla;zio,con D urla zio NE,Condur;l;azione,Condur l'azione
1504,pirati,VI pirati,Vip;irati,Vip irati
1505,valigia;su;pera,RI valigia su pera T I,Rivali;già;superati,Rivali già superati
1506,velo;pedine,velo CI pedine R I,Velocipedi;neri,Velocipedi neri
1507,Po;topo;toghe,Po R topo R toghe S E,Porto;portoghese,Porto portoghese
1508,cane;tredici;polli,cane S tredici polli N E,Canestre;di;cipolline,Canestre di cipolline
1509,tic;Novara,tic NTI Novara TO,Tintinovar;atto,Tintinovar atto
1510,sal;in,sal MA R in O,Sal;marino,Sal marino
1511,eredi;ha;parato;nate,OP eredi C ha parato S A N nate,Opere;di;Chopart;tosannate,Opere di Chopart tosannate
